Ялта,2016-01-01,2:00,-8,-10,ясно; без осадков,768,68,северо-западный,2
Щелкино,2016-01-06,2:00,-1,-3,пасмурно; без осадков,755,86,северо-западный,3
Щелкино,2016-01-06,8:00,-1,-3,малооблачно; без осадков,758,85,северо-восточный,2
Щелкино,2016-01-06,14:00,0,2,пасмурно; без осадков,758,87,восточный,4
Щелкино,2016-01-06,20:00,1,3,пасмурно; без осадков,756,92,восточный,6
Симферополь,2016-01-06,2:00,1,3,пасмурно; без осадков,735,93,южный,2
Симферополь,2016-01-06,8:00,0,2,пасмурно; без осадков,737,94,юго-восточный,2
Симферополь,2016-01-06,14:00,3,5,пасмурно; без осадков,736,81,северо-восточный,1
Симферополь,2016-01-06,20:00,2,4,пасмурно; без осадков,734,89,юго-восточный,4
Судак,2016-01-06,2:00,-1,-3,малооблачно; без осадков,755,88,северо-западный,1
Судак,2016-01-06,8:00,2,4,пасмурно; без осадков,758,90,восточный,3
Судак,2016-01-06,14:00,3,5,пасмурно; без осадков,757,92,северо-восточный,3
Судак,2016-01-06,20:00,4,6,пасмурно; без осадков,755,86,юго-восточный,3
Феодосия,2016-01-06,2:00,0,-2,облачно; без осадков,758,90,северо-западный,3
Феодосия,2016-01-06,8:00,0,2,облачно; без осадков,760,88,восточный,1
Феодосия,2016-01-06,14:00,2,4,пасмурно; без осадков,760,90,восточный,3
Феодосия,2016-01-06,20:00,5,7,пасмурно; без осадков,758,87,юго-восточный,4
Армянск,2016-01-06,2:00,-1,-3,пасмурно; без осадков,757,87,восточный,3
Армянск,2016-01-06,8:00,-1,-3,облачно; без осадков,759,90,восточный,3
Армянск,2016-01-06,14:00,0,-2,пасмурно; без осадков,759,83,северо-восточный,4
Армянск,2016-01-06,20:00,0,-2,пасмурно; без осадков,757,92,северо-восточный,6
Черноморское,2016-01-06,2:00,0,2,пасмурно; без осадков,757,91,юго-восточный,3
Черноморское,2016-01-06,8:00,1,3,облачно; без осадков,758,92,южный,1
Черноморское,2016-01-06,14:00,2,4,пасмурно; без осадков,758,82,северо-восточный,2
Черноморское,2016-01-06,20:00,0,2,пасмурно; без осадков,756,89,восточный,4
Севастополь,2016-01-06,2:00,3,5,пасмурно; без осадков,757,87,восточный,2
Севастополь,2016-01-06,8:00,3,5,пасмурно; без осадков,759,91,юго-восточный,1
Севастополь,2016-01-06,14:00,5,7,пасмурно; без осадков,758,84,юго-восточный,2
Севастополь,2016-01-06,20:00,2,4,пасмурно; дождь,756,89,восточный,2
Ялта,2016-01-07,2:00,5,7,пасмурно; дождь,753,93,северный,2
Ялта,2016-01-07,8:00,6,8,пасмурно; дождь,749,96,северо-западный,2
Ялта,2016-01-07,14:00,13,15,пасмурно; без осадков,746,64,юго-восточный,1
Ялта,2016-01-07,20:00,9,11,облачно; без осадков,744,74,северо-западный,1
Алушта,2016-01-07,2:00,4,6,пасмурно; дождь,751,92,северный,1
Алушта,2016-01-07,8:00,5,7,пасмурно; дождь,747,97,северо-западный,1
Алушта,2016-01-07,14:00,10,12,пасмурно; без осадков,743,79,северный,1
Алушта,2016-01-07,20:00,8,10,облачно; без осадков,742,81,северный,1
Бахчисарай,2016-01-07,2:00,3,5,пасмурно; без осадков,732,86,восточный,4
Бахчисарай,2016-01-07,8:00,8,10,пасмурно; без осадков,729,80,юго-восточный,5
Бахчисарай,2016-01-07,14:00,11,13,пасмурно; без осадков,727,63,юго-восточный,2
Бахчисарай,2016-01-07,20:00,8,10,облачно; без осадков,725,70,юго-восточный,4
Джанкой,2016-01-07,2:00,1,3,пасмурно; дождь,753,96,северо-восточный,6
Джанкой,2016-01-07,8:00,2,4,пасмурно; дождь,748,97,восточный,7
Джанкой,2016-01-07,14:00,7,9,пасмурно; без осадков,745,89,юго-восточный,2
Джанкой,2016-01-07,20:00,4,6,пасмурно; без осадков,743,87,юго-восточный,2
Евпатория,2016-01-07,2:00,3,5,пасмурно; дождь,752,89,северо-восточный,8
Евпатория,2016-01-07,8:00,5,7,пасмурно; дождь,747,93,северо-восточный,5
Евпатория,2016-01-07,14:00,10,12,пасмурно; без осадков,744,74,южный,8
Евпатория,2016-01-07,20:00,9,11,пасмурно; без осадков,743,72,юго-восточный,7
Саки,2016-01-07,2:00,2,4,пасмурно; дождь,751,90,северо-восточный,5
Саки,2016-01-07,8:00,3,5,пасмурно; дождь,746,93,северо-восточный,3
Саки,2016-01-07,14:00,10,12,пасмурно; без осадков,744,66,юго-западный,5
Саки,2016-01-07,20:00,8,10,пасмурно; без осадков,742,71,юго-восточный,4
Керчь,2016-01-07,2:00,1,3,пасмурно; дождь,755,95,восточный,7
Керчь,2016-01-07,8:00,2,4,пасмурно; дождь,752,91,восточный,10
Керчь,2016-01-07,14:00,6,8,пасмурно; дождь,748,88,юго-восточный,10
Керчь,2016-01-07,20:00,6,8,ясно; без осадков,746,88,юго-восточный,9
Красноперекопск,2016-01-07,2:00,0,2,пасмурно; дождь,753,96,северо-восточный,6
Красноперекопск,2016-01-07,8:00,1,3,пасмурно; дождь,749,97,восточный,8
Красноперекопск,2016-01-07,14:00,5,7,пасмурно; без осадков,745,91,восточный,2
Красноперекопск,2016-01-07,20:00,3,5,пасмурно; без осадков,743,88,юго-восточный,3
Щелкино,2016-01-07,2:00,2,4,пасмурно; дождь,752,95,восточный,7
Щелкино,2016-01-07,8:00,4,6,пасмурно; дождь,748,91,восточный,9
Щелкино,2016-01-07,14:00,5,7,пасмурно; без осадков,744,91,юго-восточный,7
Щелкино,2016-01-07,20:00,6,8,ясно; без осадков,742,88,юго-восточный,7
Симферополь,2016-01-07,2:00,4,6,пасмурно; дождь,729,87,восточный,6
Симферополь,2016-01-07,8:00,8,10,пасмурно; дождь,726,83,юго-восточный,6
Симферополь,2016-01-07,14:00,10,12,облачно; без осадков,723,65,юго-восточный,4
Симферополь,2016-01-07,20:00,9,11,пасмурно; без осадков,722,68,юго-восточный,5
Судак,2016-01-07,2:00,5,7,пасмурно; дождь,751,95,восточный,4
Судак,2016-01-07,8:00,6,8,пасмурно; дождь,747,96,восточный,2
Судак,2016-01-07,14:00,7,9,пасмурно; без осадков,743,92,северный,3
Судак,2016-01-07,20:00,9,11,облачно; без осадков,742,82,северо-восточный,2
Феодосия,2016-01-07,2:00,5,7,пасмурно; дождь,754,94,восточный,5
Феодосия,2016-01-07,8:00,6,8,пасмурно; дождь,749,94,юго-восточный,5
Феодосия,2016-01-07,14:00,7,9,пасмурно; без осадков,746,94,юго-восточный,3
Феодосия,2016-01-07,20:00,6,8,пасмурно; без осадков,744,91,юго-восточный,3
Армянск,2016-01-07,2:00,0,2,пасмурно; дождь,753,95,северо-восточный,9
Армянск,2016-01-07,8:00,1,3,пасмурно; дождь,748,96,восточный,10
Армянск,2016-01-07,14:00,3,5,пасмурно; без осадков,744,93,восточный,4
Армянск,2016-01-07,20:00,3,5,пасмурно; без осадков,742,91,восточный,4
Черноморское,2016-01-07,2:00,1,3,пасмурно; дождь,751,93,северо-восточный,6
Черноморское,2016-01-07,8:00,4,6,пасмурно; дождь,746,92,восточный,5
Черноморское,2016-01-07,14:00,8,10,пасмурно; без осадков,743,87,юго-восточный,6
Черноморское,2016-01-07,20:00,8,10,пасмурно; без осадков,741,83,юго-восточный,6
Севастополь,2016-01-07,2:00,3,5,пасмурно; без осадков,750,88,северо-восточный,1
Севастополь,2016-01-07,8:00,10,12,пасмурно; без осадков,746,76,юго-восточный,8
Севастополь,2016-01-07,14:00,12,14,пасмурно; без осадков,744,63,юго-восточный,6
