Ялта,2014-01-01,1:00,3,5,пасмурно; без осадков,769,85,северо-восточный,5
Керчь,2014-01-06,19:00,7,9,облачно; без осадков,767,87,южный,6
Красноперекопск,2014-01-06,1:00,0,2,пасмурно; без осадков,768,97,восточный,3
Красноперекопск,2014-01-06,7:00,0,2,пасмурно; без осадков,767,97,юго-восточный,2
Красноперекопск,2014-01-06,13:00,7,9,ясно; без осадков,766,83,юго-восточный,1
Красноперекопск,2014-01-06,19:00,3,5,ясно; без осадков,766,95,южный,3
Щелкино,2014-01-06,1:00,4,6,облачно; без осадков,766,91,юго-восточный,3
Щелкино,2014-01-06,7:00,5,7,облачно; без осадков,765,89,юго-восточный,4
Щелкино,2014-01-06,13:00,6,8,облачно; без осадков,764,83,юго-восточный,4
Щелкино,2014-01-06,19:00,6,8,облачно; без осадков,764,89,южный,5
Симферополь,2014-01-06,1:00,2,4,облачно; без осадков,745,93,юго-восточный,2
Симферополь,2014-01-06,7:00,2,4,пасмурно; без осадков,745,93,юго-восточный,2
Симферополь,2014-01-06,13:00,8,10,малооблачно; без осадков,744,71,юго-западный,1
Симферополь,2014-01-06,19:00,3,5,ясно; без осадков,744,90,южный,3
Судак,2014-01-06,1:00,4,6,облачно; без осадков,766,95,южный,3
Судак,2014-01-06,7:00,5,7,облачно; без осадков,765,94,юго-восточный,3
Судак,2014-01-06,13:00,8,10,ясно; без осадков,764,84,южный,4
Судак,2014-01-06,19:00,5,7,облачно; без осадков,764,96,южный,3
Феодосия,2014-01-06,1:00,4,6,облачно; без осадков,768,94,южный,3
Феодосия,2014-01-06,7:00,5,7,облачно; без осадков,768,91,южный,3
Феодосия,2014-01-06,13:00,8,10,малооблачно; без осадков,767,82,южный,4
Феодосия,2014-01-06,19:00,6,8,облачно; без осадков,767,92,южный,4
Армянск,2014-01-06,1:00,1,3,пасмурно; без осадков,767,96,юго-восточный,3
Армянск,2014-01-06,7:00,0,2,пасмурно; без осадков,767,97,юго-восточный,2
Армянск,2014-01-06,13:00,6,8,ясно; без осадков,765,84,юго-восточный,2
Армянск,2014-01-06,19:00,4,6,малооблачно; без осадков,765,95,южный,3
Черноморское,2014-01-06,1:00,6,8,пасмурно; без осадков,767,88,юго-восточный,6
Черноморское,2014-01-06,7:00,6,8,малооблачно; без осадков,766,91,юго-восточный,7
Черноморское,2014-01-06,13:00,7,9,ясно; без осадков,765,90,юго-восточный,6
Черноморское,2014-01-06,19:00,7,9,облачно; без осадков,765,94,южный,6
Севастополь,2014-01-06,1:00,7,9,облачно; без осадков,767,86,юго-восточный,5
Севастополь,2014-01-06,7:00,7,9,облачно; без осадков,767,89,юго-восточный,5
Севастополь,2014-01-06,13:00,9,11,ясно; без осадков,766,82,юго-восточный,4
Севастополь,2014-01-06,19:00,7,9,ясно; без осадков,766,92,южный,5
Ялта,2014-01-07,1:00,7,9,малооблачно; без осадков,765,91,юго-западный,4
Ялта,2014-01-07,7:00,7,9,пасмурно; без осадков,765,95,западный,4
Ялта,2014-01-07,13:00,7,9,малооблачно; без осадков,766,84,западный,5
Ялта,2014-01-07,19:00,5,7,ясно; без осадков,768,91,северо-восточный,2
Алушта,2014-01-07,1:00,6,8,облачно; без осадков,763,92,юго-западный,3
Алушта,2014-01-07,7:00,6,8,облачно; без осадков,763,95,юго-западный,3
Алушта,2014-01-07,13:00,7,9,малооблачно; без осадков,764,82,западный,4
Алушта,2014-01-07,19:00,3,5,малооблачно; без осадков,766,92,северный,2
Бахчисарай,2014-01-07,1:00,6,8,пасмурно; без осадков,747,90,юго-западный,4
Бахчисарай,2014-01-07,7:00,5,7,пасмурно; без осадков,747,96,западный,3
Бахчисарай,2014-01-07,13:00,5,7,облачно; без осадков,748,83,западный,3
Бахчисарай,2014-01-07,19:00,2,4,малооблачно; без осадков,749,93,северный,2
Джанкой,2014-01-07,1:00,6,8,пасмурно; без осадков,765,94,юго-западный,4
Джанкой,2014-01-07,7:00,5,7,пасмурно; без осадков,765,96,западный,3
Джанкой,2014-01-07,13:00,5,7,малооблачно; без осадков,767,77,северо-западный,4
Джанкой,2014-01-07,19:00,2,4,пасмурно; без осадков,769,91,западный,2
Евпатория,2014-01-07,1:00,7,9,пасмурно; без осадков,766,93,юго-западный,4
Евпатория,2014-01-07,7:00,6,8,пасмурно; без осадков,766,92,северо-западный,3
Евпатория,2014-01-07,13:00,6,8,облачно; без осадков,767,80,северо-западный,3
Евпатория,2014-01-07,19:00,3,5,ясно; без осадков,769,87,северный,3
Саки,2014-01-07,1:00,7,9,пасмурно; без осадков,765,92,юго-западный,4
Саки,2014-01-07,7:00,6,8,пасмурно; без осадков,765,94,западный,3
Саки,2014-01-07,13:00,6,8,облачно; без осадков,767,81,северо-западный,2
Саки,2014-01-07,19:00,3,5,ясно; без осадков,768,90,северный,3
Керчь,2014-01-07,1:00,7,9,облачно; без осадков,766,89,южный,6
Керчь,2014-01-07,7:00,7,9,облачно; без осадков,765,92,юго-западный,5
Керчь,2014-01-07,13:00,5,7,пасмурно; без осадков,766,83,северо-западный,7
Керчь,2014-01-07,19:00,4,6,пасмурно; без осадков,768,82,северо-западный,5
Красноперекопск,2014-01-07,1:00,6,8,пасмурно; без осадков,765,97,юго-западный,3
Красноперекопск,2014-01-07,7:00,4,6,пасмурно; без осадков,766,96,западный,3
Красноперекопск,2014-01-07,13:00,5,7,ясно; без осадков,767,74,северо-западный,3
Красноперекопск,2014-01-07,19:00,2,4,облачно; без осадков,769,90,западный,1
Щелкино,2014-01-07,1:00,6,8,облачно; без осадков,763,91,юго-западный,5
Щелкино,2014-01-07,7:00,6,8,малооблачно; без осадков,762,94,западный,4
Щелкино,2014-01-07,13:00,5,7,пасмурно; без осадков,764,80,северо-западный,7
Щелкино,2014-01-07,19:00,3,5,пасмурно; без осадков,766,85,северо-западный,4
Симферополь,2014-01-07,1:00,5,7,пасмурно; без осадков,743,90,южный,4
Симферополь,2014-01-07,7:00,5,7,пасмурно; без осадков,743,98,юго-западный,2
Симферополь,2014-01-07,13:00,5,7,облачно; без осадков,745,82,западный,2
Симферополь,2014-01-07,19:00,0,2,малооблачно; без осадков,746,97,северный,2
Судак,2014-01-07,1:00,5,7,малооблачно; без осадков,764,96,юго-западный,2
Судак,2014-01-07,7:00,5,7,малооблачно; без осадков,763,94,западный,2
Судак,2014-01-07,13:00,7,9,малооблачно; без осадков,764,79,западный,5
Судак,2014-01-07,19:00,2,4,облачно; без осадков,766,93,северо-западный,2
Феодосия,2014-01-07,1:00,6,8,малооблачно; без осадков,766,93,юго-западный,3
