Ялта,2013-01-01,1:00,5,7,ясно; без осадков,761,83,северо-восточный,1
Феодосия,2013-01-08,13:00,0,-2,пасмурно; без осадков,758,81,западный,5
Феодосия,2013-01-08,19:00,0,-2,пасмурно; без осадков,759,85,западный,4
Армянск,2013-01-08,1:00,-2,-4,пасмурно; без осадков,758,83,северо-западный,3
Армянск,2013-01-08,7:00,-1,-3,пасмурно; без осадков,758,87,северо-западный,4
Армянск,2013-01-08,13:00,0,-2,пасмурно; без осадков,759,88,северо-западный,5
Армянск,2013-01-08,19:00,0,-2,пасмурно; без осадков,761,91,северо-западный,6
Черноморское,2013-01-08,1:00,-1,1,облачно; без осадков,760,75,северо-западный,7
Черноморское,2013-01-08,7:00,-1,1,облачно; без осадков,760,79,северный,7
Черноморское,2013-01-08,13:00,0,2,пасмурно; без осадков,761,74,северо-западный,8
Черноморское,2013-01-08,19:00,-1,1,пасмурно; снег,761,86,северный,9
Севастополь,2013-01-08,1:00,0,-2,малооблачно; без осадков,758,67,северо-западный,6
Севастополь,2013-01-08,7:00,0,-2,малооблачно; без осадков,758,70,северо-западный,4
Севастополь,2013-01-08,13:00,-1,1,пасмурно; без осадков,759,65,северо-западный,5
Севастополь,2013-01-08,19:00,-1,1,облачно; без осадков,760,71,северо-западный,4
Ялта,2013-01-06,7:00,4,6,облачно; без осадков,747,84,западный,4
Ялта,2013-01-06,13:00,4,6,малооблачно; без осадков,747,75,западный,5
Ялта,2013-01-06,19:00,1,3,облачно; без осадков,748,83,западный,5
Алушта,2013-01-06,7:00,4,6,малооблачно; без осадков,751,87,юго-западный,3
Алушта,2013-01-06,13:00,4,6,малооблачно; без осадков,751,76,западный,4
Алушта,2013-01-06,19:00,1,3,облачно; без осадков,752,86,западный,4
Бахчисарай,2013-01-06,7:00,1,3,пасмурно; без осадков,738,90,западный,3
Бахчисарай,2013-01-06,13:00,1,3,малооблачно; без осадков,738,74,западный,4
Бахчисарай,2013-01-06,19:00,0,-2,облачно; без осадков,740,87,северо-западный,4
Джанкой,2013-01-06,7:00,0,2,пасмурно; без осадков,754,92,западный,3
Джанкой,2013-01-06,13:00,1,3,пасмурно; без осадков,753,81,западный,4
Джанкой,2013-01-06,19:00,0,2,пасмурно; без осадков,755,89,северо-западный,4
Евпатория,2013-01-06,7:00,2,4,пасмурно; без осадков,755,91,северо-западный,5
Евпатория,2013-01-06,13:00,2,4,облачно; без осадков,755,80,северо-западный,5
Евпатория,2013-01-06,19:00,0,2,пасмурно; без осадков,756,85,северо-западный,6
Саки,2013-01-06,7:00,2,4,пасмурно; без осадков,754,94,северо-западный,3
Саки,2013-01-06,13:00,2,4,облачно; без осадков,754,77,северо-западный,4
Саки,2013-01-06,19:00,0,2,пасмурно; без осадков,755,87,северо-западный,5
Керчь,2013-01-06,7:00,1,3,облачно; без осадков,753,87,западный,2
Керчь,2013-01-06,13:00,2,4,облачно; без осадков,753,77,западный,4
Керчь,2013-01-06,19:00,0,2,облачно; без осадков,754,83,западный,4
Красноперекопск,2013-01-06,7:00,0,2,пасмурно; без осадков,754,88,западный,4
Красноперекопск,2013-01-06,13:00,0,2,пасмурно; без осадков,754,84,северо-западный,5
Красноперекопск,2013-01-06,19:00,-1,1,пасмурно; без осадков,755,84,северо-западный,5
Щелкино,2013-01-06,7:00,0,2,облачно; без осадков,754,88,западный,2
Щелкино,2013-01-06,13:00,1,3,облачно; без осадков,754,76,западный,4
Щелкино,2013-01-06,19:00,-1,1,облачно; без осадков,755,90,западный,6
Симферополь,2013-01-06,7:00,-1,1,пасмурно; без осадков,731,95,юго-западный,2
Симферополь,2013-01-06,13:00,0,2,облачно; без осадков,731,72,западный,3
Симферополь,2013-01-06,19:00,-1,-3,пасмурно; без осадков,733,93,северо-западный,2
Судак,2013-01-06,7:00,1,3,ясно; без осадков,752,86,западный,2
Судак,2013-01-06,13:00,4,6,пасмурно; без осадков,751,82,западный,3
Судак,2013-01-06,19:00,1,3,пасмурно; без осадков,752,91,западный,4
Феодосия,2013-01-06,7:00,1,3,малооблачно; без осадков,752,88,северо-западный,1
Феодосия,2013-01-06,13:00,4,6,облачно; без осадков,752,79,северо-западный,3
Феодосия,2013-01-06,19:00,1,3,пасмурно; без осадков,753,93,северо-западный,4
Армянск,2013-01-06,7:00,-1,1,пасмурно; без осадков,754,88,западный,4
Армянск,2013-01-06,13:00,0,2,пасмурно; без осадков,753,85,северо-западный,5
Армянск,2013-01-06,19:00,-1,1,пасмурно; без осадков,755,84,северо-западный,5
Черноморское,2013-01-06,7:00,1,3,пасмурно; без осадков,754,86,северо-западный,7
Черноморское,2013-01-06,13:00,2,4,пасмурно; без осадков,754,84,северо-западный,8
Черноморское,2013-01-06,19:00,1,3,облачно; без осадков,755,81,северо-западный,9
Севастополь,2013-01-06,7:00,3,5,облачно; без осадков,753,86,западный,4
Севастополь,2013-01-06,13:00,4,6,малооблачно; без осадков,753,77,северо-западный,5
Севастополь,2013-01-06,19:00,2,4,облачно; без осадков,754,82,северо-западный,6
Ялта,2013-01-09,1:00,1,3,пасмурно; без осадков,752,82,северо-западный,5
Ялта,2013-01-09,7:00,0,2,пасмурно; без осадков,752,83,северный,4
Ялта,2013-01-09,13:00,0,2,пасмурно; без осадков,753,79,северный,6
Ялта,2013-01-09,19:00,0,2,облачно; без осадков,756,80,северный,4
Алушта,2013-01-09,1:00,-1,1,пасмурно; без осадков,757,85,северо-западный,4
Алушта,2013-01-09,7:00,0,-2,пасмурно; без осадков,756,88,северный,4
Алушта,2013-01-09,13:00,0,-2,пасмурно; без осадков,758,83,северный,7
Алушта,2013-01-09,19:00,-1,1,пасмурно; без осадков,760,85,северный,5
Бахчисарай,2013-01-09,1:00,-2,-4,пасмурно; без осадков,746,88,северо-западный,4
Бахчисарай,2013-01-09,7:00,-2,-4,пасмурно; без осадков,746,87,северный,5
Бахчисарай,2013-01-09,13:00,-2,-4,пасмурно; без осадков,746,81,северный,6
Бахчисарай,2013-01-09,19:00,-2,-4,пасмурно; без осадков,749,83,северный,4
Джанкой,2013-01-09,1:00,-1,-3,пасмурно; без осадков,761,89,северный,4
Джанкой,2013-01-09,7:00,-1,-3,пасмурно; без осадков,761,89,северный,6
Джанкой,2013-01-09,13:00,-1,-3,пасмурно; без осадков,761,80,северный,7
Джанкой,2013-01-09,19:00,-2,-4,пасмурно; без осадков,764,83,северный,5
Евпатория,2013-01-09,1:00,0,-2,пасмурно; снег,761,88,северный,8
Евпатория,2013-01-09,7:00,-1,-3,пасмурно; без осадков,761,86,северный,8
Евпатория,2013-01-09,13:00,-1,-3,пасмурно; без осадков,763,81,северный,8
Евпатория,2013-01-09,19:00,-2,-4,пасмурно; без осадков,764,83,северный,6
Саки,2013-01-09,1:00,0,-2,пасмурно; снег,761,90,северный,6
Саки,2013-01-09,7:00,-1,-3,пасмурно; без осадков,761,88,северный,7
Саки,2013-01-09,13:00,-2,-4,пасмурно; без осадков,761,83,северный,7
Саки,2013-01-09,19:00,-2,-4,пасмурно; без осадков,764,84,северный,6
Керчь,2013-01-09,1:00,-1,-3,пасмурно; без осадков,759,82,северный,5
Керчь,2013-01-09,7:00,-2,-4,пасмурно; без осадков,759,83,северный,6
Керчь,2013-01-09,13:00,-2,-4,пасмурно; без осадков,759,80,северный,9
Керчь,2013-01-09,19:00,-3,-5,пасмурно; без осадков,762,82,северный,8
Красноперекопск,2013-01-09,1:00,-1,-3,пасмурно; без осадков,761,90,северный,5
Красноперекопск,2013-01-09,7:00,-1,-3,пасмурно; без осадков,761,88,северный,7
