Ялта,2015-01-06,2:00,1,3,ясно; без осадков,757,75,северо-западный,5
Щелкино,2015-01-05,2:00,0,2,пасмурно; дождь,746,99,северо-западный,7
Щелкино,2015-01-05,8:00,0,2,облачно; без осадков,752,88,западный,7
Щелкино,2015-01-05,14:00,1,3,пасмурно; без осадков,753,66,западный,6
Щелкино,2015-01-05,20:00,0,2,ясно; без осадков,754,74,юго-западный,5
Симферополь,2015-01-05,2:00,0,-2,пасмурно; снег,730,98,западный,4
Симферополь,2015-01-05,8:00,-1,-3,облачно; без осадков,734,96,юго-западный,2
Симферополь,2015-01-05,14:00,-1,1,малооблачно; без осадков,734,73,юго-западный,4
Симферополь,2015-01-05,20:00,-1,-3,облачно; без осадков,734,95,юго-западный,3
Судак,2015-01-05,2:00,2,4,пасмурно; дождь,748,88,северо-западный,9
Судак,2015-01-05,8:00,0,2,облачно; без осадков,752,81,западный,3
Судак,2015-01-05,14:00,3,5,ясно; без осадков,753,55,юго-западный,4
Судак,2015-01-05,20:00,0,2,ясно; без осадков,754,71,юго-западный,4
Феодосия,2015-01-05,2:00,1,3,пасмурно; дождь,749,98,северо-западный,9
Феодосия,2015-01-05,8:00,0,2,малооблачно; без осадков,755,85,западный,5
Феодосия,2015-01-05,14:00,3,5,облачно; без осадков,755,51,западный,5
Феодосия,2015-01-05,20:00,0,2,ясно; без осадков,756,69,юго-западный,3
Армянск,2015-01-05,2:00,-1,1,пасмурно; без осадков,752,87,западный,5
Армянск,2015-01-05,8:00,-1,-3,ясно; без осадков,754,85,западный,5
Армянск,2015-01-05,14:00,1,3,пасмурно; без осадков,754,68,юго-западный,5
Армянск,2015-01-05,20:00,-1,1,ясно; без осадков,755,87,западный,5
Черноморское,2015-01-05,2:00,1,3,пасмурно; без осадков,752,83,северо-западный,6
Черноморское,2015-01-05,8:00,0,2,облачно; без осадков,755,81,западный,6
Черноморское,2015-01-05,14:00,1,3,облачно; снег,755,74,западный,6
Черноморское,2015-01-05,20:00,1,3,ясно; без осадков,757,71,северо-западный,5
Севастополь,2015-01-05,2:00,2,4,облачно; дождь,753,85,северо-западный,5
Севастополь,2015-01-05,8:00,0,2,малооблачно; без осадков,756,86,северный,3
Севастополь,2015-01-05,14:00,3,5,облачно; дождь,756,78,западный,7
Севастополь,2015-01-05,20:00,2,4,облачно; дождь,758,88,западный,5
Ялта,2015-01-07,2:00,-2,-4,облачно; без осадков,760,84,северо-западный,9
Ялта,2015-01-07,8:00,-5,-7,пасмурно; без осадков,762,93,северо-западный,8
Ялта,2015-01-07,14:00,-4,-6,пасмурно; без осадков,764,76,северо-западный,7
Ялта,2015-01-07,20:00,-6,-8,пасмурно; без осадков,768,93,северо-западный,8
Алушта,2015-01-07,2:00,-3,-5,пасмурно; без осадков,758,83,северо-западный,7
Алушта,2015-01-07,8:00,-7,-9,облачно; без осадков,761,86,северо-западный,7
Алушта,2015-01-07,14:00,-5,-7,облачно; без осадков,763,74,северо-западный,7
Алушта,2015-01-07,20:00,-9,-11,пасмурно; без осадков,767,87,северо-западный,8
Бахчисарай,2015-01-07,2:00,-7,-9,пасмурно; без осадков,743,77,северный,5
Бахчисарай,2015-01-07,8:00,-12,-14,пасмурно; без осадков,746,69,северный,4
Бахчисарай,2015-01-07,14:00,-9,-11,пасмурно; без осадков,747,61,северный,5
Бахчисарай,2015-01-07,20:00,-13,-15,пасмурно; без осадков,751,63,северный,4
Джанкой,2015-01-07,2:00,-8,-10,пасмурно; без осадков,763,66,северо-западный,7
Джанкой,2015-01-07,8:00,-11,-13,пасмурно; без осадков,766,61,северо-западный,6
Джанкой,2015-01-07,14:00,-9,-11,пасмурно; без осадков,768,53,северо-западный,6
Джанкой,2015-01-07,20:00,-12,-14,пасмурно; без осадков,772,56,северный,6
Евпатория,2015-01-07,2:00,-4,-6,облачно; без осадков,764,75,северный,9
Евпатория,2015-01-07,8:00,-8,-10,пасмурно; без осадков,767,77,северный,8
Евпатория,2015-01-07,14:00,-7,-9,пасмурно; без осадков,768,72,северный,8
Евпатория,2015-01-07,20:00,-8,-10,пасмурно; без осадков,772,75,северный,8
Саки,2015-01-07,2:00,-6,-8,малооблачно; без осадков,763,58,северный,6
Саки,2015-01-07,8:00,-10,-12,пасмурно; без осадков,766,53,северный,5
Саки,2015-01-07,14:00,-8,-10,облачно; без осадков,767,47,северный,5
Саки,2015-01-07,20:00,-10,-12,пасмурно; без осадков,771,48,северный,6
Керчь,2015-01-07,2:00,-2,-4,пасмурно; без осадков,760,79,северный,8
Керчь,2015-01-07,8:00,-5,-7,пасмурно; без осадков,763,77,северо-западный,8
Керчь,2015-01-07,14:00,-6,-8,пасмурно; без осадков,766,72,северный,8
Керчь,2015-01-07,20:00,-8,-10,пасмурно; без осадков,769,68,северный,7
Красноперекопск,2015-01-07,2:00,-9,-11,пасмурно; без осадков,764,58,северный,7
Красноперекопск,2015-01-07,8:00,-12,-14,пасмурно; без осадков,767,57,северный,6
Красноперекопск,2015-01-07,14:00,-10,-12,пасмурно; без осадков,769,50,северный,6
Красноперекопск,2015-01-07,20:00,-12,-14,пасмурно; без осадков,773,55,северный,6
Щелкино,2015-01-07,2:00,-3,-5,пасмурно; без осадков,758,81,северный,10
Щелкино,2015-01-07,8:00,-6,-8,пасмурно; без осадков,761,81,северо-западный,9
Щелкино,2015-01-07,14:00,-7,-9,пасмурно; без осадков,764,77,северо-западный,8
Щелкино,2015-01-07,20:00,-8,-10,пасмурно; без осадков,767,73,северо-западный,8
Симферополь,2015-01-07,2:00,-8,-10,пасмурно; без осадков,739,80,северный,6
Симферополь,2015-01-07,8:00,-12,-14,пасмурно; без осадков,742,72,северный,4
Симферополь,2015-01-07,14:00,-10,-12,пасмурно; без осадков,744,65,северный,5
Симферополь,2015-01-07,20:00,-13,-15,облачно; без осадков,747,66,северный,4
Судак,2015-01-07,2:00,-4,-6,пасмурно; без осадков,758,82,северо-западный,10
Судак,2015-01-07,8:00,-8,-10,пасмурно; без осадков,761,78,северо-западный,10
Судак,2015-01-07,14:00,-6,-8,облачно; без осадков,763,70,северо-западный,10
Судак,2015-01-07,20:00,-9,-11,облачно; без осадков,767,76,северо-западный,10
Феодосия,2015-01-07,2:00,-3,-5,пасмурно; без осадков,760,79,северо-западный,9
Феодосия,2015-01-07,8:00,-6,-8,пасмурно; без осадков,764,76,северо-западный,10
Феодосия,2015-01-07,14:00,-7,-9,пасмурно; без осадков,766,72,северо-западный,10
Феодосия,2015-01-07,20:00,-8,-10,пасмурно; без осадков,770,71,северо-западный,10
Армянск,2015-01-07,2:00,-9,-11,пасмурно; без осадков,764,64,северный,9
Армянск,2015-01-07,8:00,-12,-14,пасмурно; без осадков,767,67,северный,8
Армянск,2015-01-07,14:00,-10,-12,пасмурно; без осадков,768,60,северный,8
Армянск,2015-01-07,20:00,-12,-14,пасмурно; без осадков,772,65,северный,8
Черноморское,2015-01-07,2:00,-6,-8,пасмурно; без осадков,764,61,северный,9
Черноморское,2015-01-07,8:00,-9,-11,пасмурно; без осадков,767,65,северный,9
Черноморское,2015-01-07,14:00,-9,-11,пасмурно; без осадков,769,63,северный,8
Черноморское,2015-01-07,20:00,-9,-11,пасмурно; без осадков,772,61,северный,8
Севастополь,2015-01-07,2:00,-4,-6,пасмурно; без осадков,762,74,северный,9
Севастополь,2015-01-07,8:00,-8,-10,пасмурно; без осадков,765,68,северный,8
Севастополь,2015-01-07,14:00,-6,-8,облачно; без осадков,767,62,северный,8
Севастополь,2015-01-07,20:00,-9,-11,пасмурно; без осадков,770,65,северный,9
Ялта,2015-01-09,2:00,-2,-4,пасмурно; без осадков,775,78,юго-западный,4
Ялта,2015-01-09,8:00,-2,-4,облачно; без осадков,772,58,юго-западный,4
Ялта,2015-01-09,14:00,1,3,пасмурно; без осадков,768,80,юго-западный,9
Ялта,2015-01-09,20:00,2,4,пасмурно; дождь,764,93,юго-западный,9
Алушта,2015-01-09,2:00,-4,-6,облачно; без осадков,773,69,южный,2
